Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,36.0,36.3636360168457,36.0,36.3636360168457,29.37970733642578,16228300
2016-08-02,36.318180084228516,36.3636360168457,36.18181610107422,36.18181610107422,29.232810974121094,10404900
2016-08-03,35.818180084228516,36.272727966308594,35.6363639831543,36.04545211791992,29.122631072998047,9721800
2016-08-04,36.18181610107422,36.18181610107422,35.818180084228516,36.1363639831543,29.196086883544922,9423700
2016-08-05,36.1363639831543,37.227272033691406,36.1363639831543,36.772727966308594,29.71022605895996,27146900
2016-08-08,37.272727966308594,37.8636360168457,37.0,37.8636360168457,30.591617584228516,32489600
2016-08-09,38.0,38.18181610107422,37.59090805053711,37.8636360168457,30.591617584228516,25100900
2016-08-10,38.18181610107422,38.227272033691406,37.8636360168457,38.18181610107422,30.848691940307617,22382800
2016-08-11,38.1363639831543,38.18181610107422,37.3636360168457,37.772727966308594,30.518171310424805,19715300
2016-08-12,37.772727966308594,38.3636360168457,37.727272033691406,37.909088134765625,30.628339767456055,18231400
2016-08-15,38.09090805053711,38.1363639831543,37.54545211791992,37.727272033691406,30.481447219848633,10199200
2016-08-16,37.909088134765625,37.909088134765625,37.45454406738281,37.818180084228516,30.554893493652344,14284600
2016-08-17,37.68181610107422,37.95454406738281,37.54545211791992,37.909088134765625,30.628339767456055,10612800
2016-08-18,37.772727966308594,38.18181610107422,37.727272033691406,38.04545211791992,30.7385196685791,16546200
2016-08-19,38.09090805053711,38.1363639831543,37.45454406738281,37.45454406738281,30.26109504699707,15119500
2016-08-22,37.272727966308594,37.272727966308594,36.54545211791992,36.818180084228516,29.746950149536133,15804800
2016-08-23,36.772727966308594,38.1363639831543,36.772727966308594,38.0,30.70179557800293,20260900
2016-08-24,38.1363639831543,38.272727966308594,37.772727966308594,37.818180084228516,30.554893493652344,10742600
2016-08-25,37.772727966308594,38.18181610107422,37.772727966308594,38.04545211791992,30.7385196685791,17703400
2016-08-26,38.18181610107422,38.227272033691406,38.0,38.18181610107422,30.848691940307617,15607900
2016-08-29,38.6363639831543,39.272727966308594,38.6363639831543,39.1363639831543,31.619911193847656,33753500
2016-08-30,39.272727966308594,40.68181610107422,39.272727966308594,40.54545211791992,32.75837326049805,59368100
2016-08-31,41.09090805053711,41.227272033691406,39.95454406738281,40.6363639831543,32.831825256347656,53034300
2016-09-01,40.3636360168457,40.54545211791992,40.0,40.272727966308594,32.538028717041016,30129000
2016-09-02,40.09090805053711,40.6363639831543,39.59090805053711,40.59090805053711,32.795101165771484,27898200
2016-09-05,40.909088134765625,41.3636360168457,40.772727966308594,40.818180084228516,32.978721618652344,16434000
2016-09-06,40.909088134765625,42.0,40.909088134765625,41.68181610107422,33.67648696899414,37461600
2016-09-07,41.909088134765625,42.09090805053711,41.54545211791992,41.909088134765625,33.860111236572266,32577600
2016-09-08,42.04545211791992,42.54545211791992,41.8636360168457,42.5,34.33753204345703,25655300
2016-09-09,42.272727966308594,42.272727966308594,41.5,41.727272033691406,33.71321487426758,21233300
2016-09-12,40.54545211791992,41.409088134765625,40.227272033691406,40.95454406738281,33.08889389038086,25047000
2016-09-13,41.3636360168457,41.3636360168457,40.04545211791992,40.6363639831543,32.831825256347656,23670900
2016-09-14,40.45454406738281,40.68181610107422,40.227272033691406,40.59090805053711,32.795101165771484,19609700
2016-09-19,40.727272033691406,41.6363639831543,40.727272033691406,41.54545211791992,33.56631088256836,26997300
2016-09-20,41.54545211791992,42.09090805053711,41.45454406738281,42.0,33.933563232421875,19483200
2016-09-21,41.8636360168457,42.272727966308594,41.59090805053711,42.18181610107422,34.0804557800293,17898100
2016-09-22,42.59090805053711,42.6363639831543,41.68181610107422,42.09090805053711,34.00701141357422,12628000
2016-09-23,42.54545211791992,42.54545211791992,42.09090805053711,42.227272033691406,34.117183685302734,14018400
2016-09-26,41.909088134765625,41.909088134765625,41.3636360168457,41.54545211791992,33.56631088256836,12444300
2016-09-27,41.54545211791992,41.54545211791992,41.54545211791992,41.54545211791992,33.56631088256836,0
2016-09-29,42.04545211791992,42.6363639831543,41.818180084228516,42.59090805053711,34.410980224609375,28746300
2016-09-30,42.1363639831543,42.227272033691406,41.45454406738281,42.09090805053711,34.00701141357422,21842700
2016-10-03,42.18181610107422,42.409088134765625,41.818180084228516,41.8636360168457,33.82338333129883,11983400
2016-10-04,41.6363639831543,42.227272033691406,41.59090805053711,42.227272033691406,34.117183685302734,10535800
2016-10-05,42.227272033691406,42.318180084228516,42.0,42.09090805053711,34.00701141357422,8974900
2016-10-06,41.8636360168457,42.04545211791992,41.6363639831543,41.68181610107422,33.67648696899414,9136600
2016-10-07,41.54545211791992,41.54545211791992,41.04545211791992,41.18181610107422,33.272518157958984,12975600
2016-10-11,41.3636360168457,41.45454406738281,40.54545211791992,40.909088134765625,33.05216979980469,15683800
2016-10-12,40.772727966308594,41.68181610107422,40.5,41.6363639831543,33.63976287841797,14231800
2016-10-13,41.727272033691406,41.95454406738281,41.318180084228516,41.318180084228516,33.382694244384766,22833800
2016-10-14,41.68181610107422,41.68181610107422,41.318180084228516,41.54545211791992,33.56631088256836,11682000
2016-10-17,41.409088134765625,41.5,40.727272033691406,40.95454406738281,33.08889389038086,19124600
2016-10-18,41.0,41.45454406738281,41.0,41.45454406738281,33.492862701416016,14736700
2016-10-19,41.3636360168457,41.6363639831543,41.272727966308594,41.3636360168457,33.41941833496094,10701900
2016-10-20,41.45454406738281,41.45454406738281,41.0,41.04545211791992,33.1623420715332,9732800
2016-10-21,40.95454406738281,41.1363639831543,40.727272033691406,40.818180084228516,32.978721618652344,16644100
2016-10-24,40.818180084228516,41.04545211791992,40.68181610107422,40.772727966308594,32.94199752807617,11289300
2016-10-25,40.8636360168457,41.18181610107422,40.68181610107422,41.18181610107422,33.272518157958984,8803300
2016-10-26,41.227272033691406,41.3636360168457,40.95454406738281,41.227272033691406,33.309242248535156,13592700
